Tabla,Codigo,Nombre,Descripcion,Habilitado,Aplicacion,IsStandardGEL,IsStandardMSPS,Extra_I:Cobertura,Extra_II,Extra_III,Extra_IV,Extra_V,Extra_VI,Extra_VII,Extra_VIII,Extra_IX,Extra_X,ValorRegistro,UsuarioResponsable,Fecha_Actualizacion,IsPublicPrivate
CUPS,982701,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN BRAZO Y ANTEBRAZO,CapItulo 23 OTROS PROCEDIMIENTOS NO QUIRURGICOS,SI,,False,False,SUBCATEGORIA,98.2.7.01,982701,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,982801,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN PIE,CapItulo 23 OTROS PROCEDIMIENTOS NO QUIRURGICOS,SI,,False,False,SUBCATEGORIA,982.8.01,982801,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,982901,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MIEMBRO INFERIOR SALVO PIE,CapItulo 23 OTROS PROCEDIMIENTOS NO QUIRURGICOS,SI,,False,False,SUBCATEGORIA,98.2.9.01,982901,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,985201,LITOTRIPCIA EXTRACORPOREA POR ONDAS DE CHOQUE EN VESICULA O CONDUCTO BILIAR,CapItulo 23 OTROS PROCEDIMIENTOS NO QUIRURGICOS,SI,,False,False,SUBCATEGORIA,98.5.2.01,985201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990101,"EDUCACION GRUPAL EN SALUD, POR MEDICINA GENERAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.01,990101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990102,"EDUCACION GRUPAL EN SALUD, POR MEDICINA ESPECIALIZADA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.02,990102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990103,"EDUCACION GRUPAL EN SALUD, POR ODONTOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.03,990103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990104,"EDUCACION GRUPAL EN SALUD, POR ENFERMERIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.04,990104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990105,"EDUCACION GRUPAL EN SALUD, POR NUTRICION Y DIETETICA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.05,990105,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990106,"EDUCACION GRUPAL EN SALUD, POR PSICOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.06,990106,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990107,"EDUCACION GRUPAL EN SALUD, POR TRABAJO SOCIAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.07,990107,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990108,"EDUCACION GRUPAL EN SALUD, POR FISIOTERAPIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.08,990108,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990109,"EDUCACION GRUPAL EN SALUD, POR TERAPIA OCUPACIONAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.09,990109,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990110,"EDUCACION GRUPAL EN SALUD, POR FONIATRIA Y FONOAUDIOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.10,990110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990111,"EDUCACION GRUPAL EN SALUD, POR AGENTE EDUCATIVO",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.11,990111,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990112,"EDUCACION GRUPAL EN SALUD, POR HIGIENE ORAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.12,990112,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990113,"EDUCACION GRUPAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.1.13,990113,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990201,"EDUCACION INDIVIDUAL EN SALUD, POR MEDICINA GENERAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.01,990201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990202,"EDUCACION INDIVIDUAL EN SALUD, POR MEDICINA ESPECIALIZADA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.02,990202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990203,"EDUCACION INDIVIDUAL EN SALUD, POR ODONTOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.03,990203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990204,"EDUCACION INDIVIDUAL EN SALUD, POR ENFERMERIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.04,990204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990205,"EDUCACION INDIVIDUAL EN SALUD, POR NUTRICION Y DIETETICA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.05,990205,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990206,"EDUCACION INDIVIDUAL EN SALUD, POR PSICOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.06,990206,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990207,"EDUCACION INDIVIDUAL EN SALUD, POR TRABAJO SOCIAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.07,990207,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990208,"EDUCACION INDIVIDUAL EN SALUD, POR FISIOTERAPIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.08,990208,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990209,"EDUCACION INDIVIDUAL EN SALUD, POR TERAPIA OCUPACIONAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.09,990209,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990210,"EDUCACION INDIVIDUAL EN SALUD, POR FONIATRIA Y FONOAUDIOLOGIA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.10,990210,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990211,"EDUCACION INDIVIDUAL EN SALUD, POR AGENTE EDUCATIVO",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.11,990211,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990212,"EDUCACION INDIVIDUAL EN SALUD, POR HIGIENE ORAL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.12,990212,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990213,"EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.13,990213,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990221,"EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION INFANTIL Y ADOLESCENTE",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.21,990221,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990222,"EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE HOMBRES Y MUJERES EN EDAD FERTIL",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.22,990222,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990223,"EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE MUJERES GESTANTES Y LACTANTES",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.23,990223,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,990224,"EDUCACION INDIVIDUAL EN SALUD, POR EQUIPO INTERDISCIPLINARIO Y COMUNICACION EN POBLACION DE ADULTO MAYOR",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.0.2.24,990224,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991101,INYECCION DE GLOBULINA INMUNE RH,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.1.01,991101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991202,INMUNOTERAPIA CON EXTRACTO ALERGENICO POR VIA SUBCUTANEA.,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.2.02,991202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991203,INMUNOTERAPIA CON EXTRACTO ALERGENICO POR VIA SUBLINGUAL.,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.2.03,991203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991205,INDUCCION DE TOLERANCIA ORAL A ALIMENTO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.2.05,991205,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991206,DESENSIBILIZACION A MEDICAMENTO POR VIA ORAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.2.06,991206,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991207,DESENSIBILIZACION A MEDICAMENTO POR VIA PARENTERAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.2.07,991207,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991401,INYECCION DE GAMMA GLOBULINA O DE SUEROS INMUNES,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.4.01,991401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991402,APLICACION INMUNOGLOBULINA ANTIRRABICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.4.02,991402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991403,APLICACION INMUNOGLOBULINA ANTITETANICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.4.03,991403,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991501,INFUSION DE ALIMENTACION PARENTERAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.5.01,991501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991601,INYECCION DE ANTIDOTO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.6.01,991601,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,991801,INFUSION O ADMINISTRACION DE SOLUCIONES DE LIQUIDOS Y ELECTROLITOS,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.1.8.01,991801,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992101,"INFILTRACION, IRRIGACION O INSTILACION DE MEDICAMENTOS EN SUBESCARA",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.1.01,992101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992102,INYECCION O INFUSION DE ANTIBIOTICO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.1.02,992102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992201,INYECCION O INFUSION DE SUSTANCIA HORMONAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.2.01,992201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992301,INYECCION O INFILTRACION DE ESTEROIDE,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.3.01,992301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992501,TERAPIA ANTINEOPLASICA DE INDUCCION,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.01,992501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992502,TERAPIA ANTINEOPLASICA INTRATECAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.02,992502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992504,POLITERAPIA ANTINEOPLASICA DE BAJA TOXICIDAD,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.04,992504,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992505,POLITERAPIA ANTINEOPLASICA DE ALTA TOXICIDAD,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.05,992505,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992506,ADMINISTRACION (INFUSION O PERFUSION) DE TERAPIA ANTINEOPLASICA INTRARTERIAL (REGIONAL),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.06,992506,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992507,ADMINISTRACION (INFUSION O PERFUSION) DE TERAPIA ANTINEOPLASICA EN CAVIDADES,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.07,992507,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992508,TERAPIA ANTINEOPLASICA MIELOABLATIVA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.08,992508,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992509,MONOTERAPIA ANTINEOPLASICA DE BAJA TOXICIDAD,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.09,992509,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992511,MONOTERAPIA ANTINEOPLASICA DE ALTA TOXICIDAD,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.5.11,992511,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992801,INYECCION O INFUSION DE MODIFICADOR DE RESPUESTA BIOLOGICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.8.01,992801,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992901,INYECCION DE VITAMINA K,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.9.01,992901,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,992990,INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA O PROFILACTICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.2.9.90,992990,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993101,VACUNACION CONTRA COLERA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.01,993101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993102,VACUNACION CONTRA TUBERCULOSIS(BCG),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.02,993102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993103,VACUNACION CONTRA MENINGOCOCO (AC o BC),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.03,993103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993104,VACUNACION CONTRA Haemophilus influenza tipo b,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.04,993104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993105,ADMINISTRACION DE TOXOIDE DIFTERICO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.05,993105,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993106,VACUNACION CONTRA NEUMOCOCO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.06,993106,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993107,ADMINISTRACION DE TOXOIDE DE TETANOS,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.07,993107,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993120,VACUNACION COMBINADA CONTRA TETANOS Y DIFTERIA(Td),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.20,993120,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993121,VACUNACION COMBINADA CONTRA FIEBRE TIFOIDEA Y PARATIFOIDEA(TAB),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.21,993121,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993122,"VACUNACION COMBINADA CONTRA DIFTERIA, TETANOS Y TOS FERINA(DPT)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.22,993122,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993123,"VACUNACION COMBINADA CONTRA Haemophilus influenza tipo b, DIFTERIA, TETANOS Y TOS FERINA (TETRAVALENTE)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.23,993123,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993124,"VACUNACION COMBINADA CONTRA DIFTERIA, TETANOS, TOS FERINA y Hepatitis B (TETRAVALENTE)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.24,993124,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993125,"VACUNACION COMBINADA CONTRA DIFTERIA, TETANOS, TOS FERINA y POLIOMELITIS (IVP)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.25,993125,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993130,"VACUNACION COMBINADA CONTRA Haemophilus influenza tipo b, DIFTERIA, TETANOS, TOS FERINA Y Hepatitis B (PENTAVALENTE)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.30,993130,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993131,"VACUNACION COMBINADA CONTRA Haemophilus influenza tipo b, DIFTERIA, TETANOS, TOS FERINA Y POLIOMELITIS IVP (PENTAVALENTE)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.1.31,993131,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993501,VACUNACION CONTRA POLIOMIELITIS (VOP O IVP),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.01,993501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993502,VACUNACION CONTRA Hepatitis A,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.02,993502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993503,VACUNACION CONTRA Hepatitis B,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.03,993503,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993504,VACUNACION CONTRA FIEBRE AMARILLA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.04,993504,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993505,VACUNACION CONTRA RABIA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.05,993505,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993506,VACUNACION CONTRA SARAMPION,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.06,993506,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993507,VACUNACION CONTRA PAROTIDITIS,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.07,993507,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993508,VACUNACION CONTRA RUBEOLA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.08,993508,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993509,VACUNACION CONTRA VARICELA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.09,993509,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993510,VACUNACION CONTRA INFLUENZA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.10,993510,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993512,VACUNACION CONTRA ROTAVIRUS,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.12,993512,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993513,VACUNACION CONTRA VIRUS Papiloma Humano(VPH),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.13,993513,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993520,VACUNACION COMBINADA CONTRA SARAMPION Y RUBEOLA(SR) (DOBLE VIRAL),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.20,993520,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993521,VACUNACION COMBINADA CONTRA Hepatitis A Y Hepatitis B,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.21,993521,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993522,"VACUNACION COMBINADA CONTRA SARAMPION, PAROTIDITIS Y RUBEOLA(SRP) (TRIPLE VIRAL)",CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.22,993522,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,993523,VACUNACION CONTRA OTRO VIRUS (ESPECIFICO),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.3.5.23,993523,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,994101,ADMINISTRACION DE ANTITOXINA TETANICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.4.1.01,994101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,994201,ADMINISTRACION DE ANTITOXINA DE BOTULISMO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.4.2.01,994201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,994301,ADMINISTRACION DE ANTITOXINA DIFTERICA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.4.3.01,994301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,995101,VACUNACION CONTRA LA MALARIA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.5.1.01,995101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,995201,OTRA VACUNACION DEL PROGRAMA AMPLIADO DE INMUNIZACIONES,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.5.2.01,995201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,995202,ADMINISTRACION VACUNA SARS CoV 2(COVID-19),CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.5.2.02,995202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,996101,CARDIOVERSION ELECTRICA A TORAX CERRADO ELECTIVA,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.6.1.01,996101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,996102,CARDIOVERSION ELECTRICA A TORAX CERRADO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.6.1.02,996102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,996301,MASAJE CARDIACO A TORAX CERRADO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.6.3.01,996301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,996401,ESTIMULACION DE SENO CAROTIDEO,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.6.4.01,996401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,996901,OTRA CONVERSION DE RITMO CARDIACO O RESUCITACION CARDIOPULMONAR,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.6.9.01,996901,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,997001,PROFILAXIS DENTAL O PULIDO CORONAL,CapItulo 24 PROCEDIMIENTOS MISCELANEOS,SI,,False,False,SUBCATEGORIA,99.7.0.01,997001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
